object_key,designation,actual_label,predicted_label,predicted_probability,model_name,feature_set,model_family,correct,confidence_bucket,risk_score_0_100,risk_category,notes,graph_model_name,node_embedding_dimension,neighbor_context_used,prediction_mode,training_strategy,leakage_risk,evidence_role
20190788,190788,0,1,0.7920044884614181,logistic_regression,orbital_only,tabular,False,medium,32.207333,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20212359,212359,0,1,0.6658398654464969,logistic_regression,orbital_only,tabular,False,medium,21.584486,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20219071,219071,0,1,0.5835233991577216,logistic_regression,orbital_only,tabular,False,low,17.721486,low,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20000433,433,0,1,0.5330014081403426,logistic_regression,orbital_only,tabular,False,low,30.624409,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20002063,2063,0,1,0.7457149216447612,logistic_regression,orbital_only,tabular,False,medium,22.443671,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20010302,10302,0,1,0.6274840563577114,logistic_regression,orbital_only,tabular,False,low,28.188097,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20052381,52381,0,1,0.5884272716834368,logistic_regression,orbital_only,tabular,False,low,26.179948,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20085953,85953,0,1,0.5639732496544114,logistic_regression,orbital_only,tabular,False,low,22.484893,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20086667,86667,0,1,0.6877489054928608,logistic_regression,orbital_only,tabular,False,medium,20.936222,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20090367,90367,0,1,0.5926774381440457,logistic_regression,orbital_only,tabular,False,low,22.329409,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20099799,99799,0,1,0.5066424509836424,logistic_regression,orbital_only,tabular,False,low,28.342139,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20099935,99935,0,1,0.609285494888292,logistic_regression,orbital_only,tabular,False,low,31.928962,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20137805,137805,0,1,0.6558522943213806,logistic_regression,orbital_only,tabular,False,medium,25.627501,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20138852,138852,0,1,0.573344934565,logistic_regression,orbital_only,tabular,False,low,28.28102,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20138911,138911,0,1,0.6449893772895313,logistic_regression,orbital_only,tabular,False,low,24.623354,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20152563,152563,0,1,0.7789309653694779,logistic_regression,orbital_only,tabular,False,medium,18.651902,low,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20154020,154020,0,1,0.6811955194701685,logistic_regression,orbital_only,tabular,False,medium,30.095809,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20154300,154300,0,1,0.733396369153804,logistic_regression,orbital_only,tabular,False,medium,29.116442,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20154988,154988,0,1,0.7760495759291937,logistic_regression,orbital_only,tabular,False,medium,30.932146,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20162679,162679,0,1,0.5131263010588695,logistic_regression,orbital_only,tabular,False,low,29.410459,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20163692,163692,0,1,0.6046662389680445,logistic_regression,orbital_only,tabular,False,low,30.071405,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20164120,164120,0,1,0.6465242678380041,logistic_regression,orbital_only,tabular,False,low,30.704443,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20173664,173664,0,1,0.5068507438202451,logistic_regression,orbital_only,tabular,False,low,28.328823,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20175114,175114,0,1,0.7195951640350726,logistic_regression,orbital_only,tabular,False,medium,34.022851,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20202435,202435,0,1,0.5925161539518187,logistic_regression,orbital_only,tabular,False,low,30.657936,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20230599,230599,0,1,0.7240954935100888,logistic_regression,orbital_only,tabular,False,medium,30.927659,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20003360,3360,0,1,0.6144769714703585,logistic_regression,orbital_only,tabular,False,low,25.768132,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20003908,3908,0,1,0.552008771642779,logistic_regression,orbital_only,tabular,False,low,22.140942,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20004197,4197,0,1,0.6968731185158262,logistic_regression,orbital_only,tabular,False,medium,26.127483,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20004341,4341,0,1,0.7486219131219461,logistic_regression,orbital_only,tabular,False,medium,26.041338,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20004544,4544,0,1,0.588633563276006,logistic_regression,orbital_only,tabular,False,low,20.108516,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20005143,5143,0,1,0.8437402906451801,logistic_regression,orbital_only,tabular,False,medium,32.568767,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20005828,5828,0,1,0.5537424107172528,logistic_regression,orbital_only,tabular,False,low,22.067829,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20030825,30825,0,1,0.6216263998296115,logistic_regression,orbital_only,tabular,False,low,34.949226,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20086878,86878,0,1,0.7857432954930565,logistic_regression,orbital_only,tabular,False,medium,31.964646,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20088213,88213,0,1,0.6477169210414456,logistic_regression,orbital_only,tabular,False,low,20.738955,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20136793,136793,0,1,0.7637120889766417,logistic_regression,orbital_only,tabular,False,medium,29.611675,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20137175,137175,0,1,0.5300866302351241,logistic_regression,orbital_only,tabular,False,low,30.325925,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20139345,139345,0,1,0.6647680213660522,logistic_regression,orbital_only,tabular,False,medium,24.587107,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20141018,141018,0,1,0.632517345544479,logistic_regression,orbital_only,tabular,False,low,28.91343,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20144411,144411,0,1,0.6387085180156202,logistic_regression,orbital_only,tabular,False,low,31.997687,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20155110,155110,0,1,0.5216046787343537,logistic_regression,orbital_only,tabular,False,low,20.452021,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20162142,162142,0,1,0.5904886363533112,logistic_regression,orbital_only,tabular,False,low,18.079618,low,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20162215,162215,0,1,0.6327419619533037,logistic_regression,orbital_only,tabular,False,low,28.440047,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20162385,162385,0,1,0.6754669251265372,logistic_regression,orbital_only,tabular,False,medium,21.435401,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20162723,162723,0,1,0.8172225942264792,logistic_regression,orbital_only,tabular,False,medium,31.471316,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20162911,162911,0,1,0.7514993468931379,logistic_regression,orbital_only,tabular,False,medium,29.644596,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20189630,189630,0,1,0.8042645198116835,logistic_regression,orbital_only,tabular,False,medium,32.307224,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20190119,190119,0,1,0.8018854716364054,logistic_regression,orbital_only,tabular,False,medium,24.113365,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20202411,202411,0,1,0.7442283467392785,logistic_regression,orbital_only,tabular,False,medium,30.446846,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20220909,220909,0,1,0.5834323980989481,logistic_regression,orbital_only,tabular,False,low,31.919266,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20229007,229007,0,1,0.8572573836023578,logistic_regression,orbital_only,tabular,False,high,33.312276,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20001943,1943,0,1,0.5176181763383133,logistic_regression,orbital_only,tabular,False,low,25.583764,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20003753,3753,0,1,0.6965107957677739,logistic_regression,orbital_only,tabular,False,medium,27.253852,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20005660,5660,0,1,0.5976349484317423,logistic_regression,orbital_only,tabular,False,low,34.843614,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20007350,7350,0,1,0.622426533371063,logistic_regression,orbital_only,tabular,False,low,24.009733,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20008035,8035,0,1,0.5719262793663445,logistic_regression,orbital_only,tabular,False,low,30.02403,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20008201,8201,0,1,0.6182660091291908,logistic_regression,orbital_only,tabular,False,low,25.045509,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20009162,9162,0,1,0.7347581564612924,logistic_regression,orbital_only,tabular,False,medium,22.953121,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20011885,11885,0,1,0.5404008355499427,logistic_regression,orbital_only,tabular,False,low,23.85439,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20015817,15817,0,1,0.5207995806268655,logistic_regression,orbital_only,tabular,False,low,26.171404,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20017182,17182,0,1,0.7848736591981428,logistic_regression,orbital_only,tabular,False,medium,25.21933,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20026379,26379,0,1,0.7278056429118349,logistic_regression,orbital_only,tabular,False,medium,31.87841,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20038086,38086,0,1,0.5899344690005394,logistic_regression,orbital_only,tabular,False,low,18.179421,low,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20053409,53409,0,1,0.5916693540889423,logistic_regression,orbital_only,tabular,False,low,32.375105,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20066253,66253,0,1,0.7534100461330642,logistic_regression,orbital_only,tabular,False,medium,31.71295,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20067399,67399,0,1,0.6550600565566299,logistic_regression,orbital_only,tabular,False,medium,32.897205,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20096315,96315,0,1,0.786035352478058,logistic_regression,orbital_only,tabular,False,medium,32.161821,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20106589,106589,0,1,0.550015145152221,logistic_regression,orbital_only,tabular,False,low,32.003411,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20136839,136839,0,1,0.5576882373487599,logistic_regression,orbital_only,tabular,False,low,28.484418,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20136900,136900,0,1,0.691092836904938,logistic_regression,orbital_only,tabular,False,medium,32.609123,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20140333,140333,0,1,0.6024415210178128,logistic_regression,orbital_only,tabular,False,low,29.144899,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20141484,141484,0,1,0.7272369126799586,logistic_regression,orbital_only,tabular,False,medium,21.209561,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20141526,141526,0,1,0.5361580125474109,logistic_regression,orbital_only,tabular,False,low,28.782398,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20142464,142464,0,1,0.617533362919889,logistic_regression,orbital_only,tabular,False,low,20.98828,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20153243,153243,0,1,0.5776012299294835,logistic_regression,orbital_only,tabular,False,low,29.935896,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20153349,153349,0,1,0.6897618657621757,logistic_regression,orbital_only,tabular,False,medium,33.478935,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20153460,153460,0,1,0.7997225557499066,logistic_regression,orbital_only,tabular,False,medium,30.202001,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20154229,154229,0,1,0.6847530557896155,logistic_regression,orbital_only,tabular,False,medium,32.138171,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20154652,154652,0,1,0.6895224897893992,logistic_regression,orbital_only,tabular,False,medium,28.565985,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20159699,159699,0,1,0.6703990664185978,logistic_regression,orbital_only,tabular,False,medium,31.166856,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20162015,162015,0,1,0.5410439246219652,logistic_regression,orbital_only,tabular,False,low,29.289138,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20162210,162210,0,1,0.6782299848407097,logistic_regression,orbital_only,tabular,False,medium,32.840001,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20163000,163000,0,1,0.5456296984231855,logistic_regression,orbital_only,tabular,False,low,25.557007,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20164201,164201,0,1,0.6914825401193482,logistic_regression,orbital_only,tabular,False,medium,32.544474,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20164221,164221,0,1,0.559868147929973,logistic_regression,orbital_only,tabular,False,low,25.778023,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20190135,190135,0,1,0.7511435051483731,logistic_regression,orbital_only,tabular,False,medium,33.309673,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20193178,193178,0,1,0.7172046060270286,logistic_regression,orbital_only,tabular,False,medium,30.718581,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20200754,200754,0,1,0.5894055274750607,logistic_regression,orbital_only,tabular,False,low,19.908354,low,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20203471,203471,0,1,0.638134816526186,logistic_regression,orbital_only,tabular,False,low,30.708654,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20204131,204131,0,1,0.8722623608625094,logistic_regression,orbital_only,tabular,False,high,32.616616,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20208617,208617,0,1,0.6581389550148178,logistic_regression,orbital_only,tabular,False,medium,33.108061,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20218017,218017,0,1,0.6229547202445683,logistic_regression,orbital_only,tabular,False,low,17.722124,low,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20221787,221787,0,1,0.5278055249326075,logistic_regression,orbital_only,tabular,False,low,24.56553,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20001685,1685,0,1,0.7389316218967242,logistic_regression,orbital_only,tabular,False,medium,29.38408,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20001865,1865,0,1,0.6636931997359109,logistic_regression,orbital_only,tabular,False,medium,21.610866,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20005731,5731,0,1,0.5629790557210215,logistic_regression,orbital_only,tabular,False,low,31.496119,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20008507,8507,0,1,0.6287893946161406,logistic_regression,orbital_only,tabular,False,low,30.285819,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20016834,16834,0,1,0.5484398064127374,logistic_regression,orbital_only,tabular,False,low,23.24192,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20040267,40267,0,1,0.5977268691016362,logistic_regression,orbital_only,tabular,False,low,25.907096,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20052750,52750,0,1,0.6357384547178027,logistic_regression,orbital_only,tabular,False,low,20.777797,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20087024,87024,0,1,0.6676989652122284,logistic_regression,orbital_only,tabular,False,medium,29.062862,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20137062,137062,0,1,0.5009647864681418,logistic_regression,orbital_only,tabular,False,low,20.792493,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20137078,137078,0,1,0.6221388617884933,logistic_regression,orbital_only,tabular,False,low,30.683731,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20138893,138893,0,1,0.7134268197150693,logistic_regression,orbital_only,tabular,False,medium,31.702649,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20152564,152564,0,1,0.7387714827736175,logistic_regression,orbital_only,tabular,False,medium,19.045797,low,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20152742,152742,0,1,0.6471999079858908,logistic_regression,orbital_only,tabular,False,low,20.313405,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20153953,153953,0,1,0.668426872629376,logistic_regression,orbital_only,tabular,False,medium,31.881785,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20154631,154631,0,1,0.6443374114747754,logistic_regression,orbital_only,tabular,False,low,29.852306,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20154993,154993,0,1,0.7139166009859156,logistic_regression,orbital_only,tabular,False,medium,22.898114,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20163015,163015,0,1,0.5993646945045592,logistic_regression,orbital_only,tabular,False,low,30.616912,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20164294,164294,0,1,0.6738072399436361,logistic_regression,orbital_only,tabular,False,medium,30.916002,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20175921,175921,0,1,0.6069029270503992,logistic_regression,orbital_only,tabular,False,low,21.103368,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20190208,190208,0,1,0.5230901290397791,logistic_regression,orbital_only,tabular,False,low,29.728263,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20209215,209215,0,1,0.7651405965749583,logistic_regression,orbital_only,tabular,False,medium,31.142622,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20211871,211871,0,1,0.5441118729980798,logistic_regression,orbital_only,tabular,False,low,20.68708,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20217837,217837,0,1,0.7536716649830639,logistic_regression,orbital_only,tabular,False,medium,29.920835,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20225416,225416,0,1,0.5651439717385381,logistic_regression,orbital_only,tabular,False,low,24.590904,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20035670,35670,0,1,0.5760310743493985,random_forest,orbital_only,tabular,False,low,32.332931,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20154715,154715,0,1,0.5843451406580532,random_forest,orbital_only,tabular,False,low,31.957702,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20065733,65733,0,1,0.6043535033229455,random_forest,orbital_only,tabular,False,low,31.750338,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20020429,20429,0,1,0.558293157448232,random_forest,orbital_only,tabular,False,low,32.713512,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20054509,54509,0,1,0.5188439028502689,random_forest,orbital_only,tabular,False,low,36.033803,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20190491,190491,0,1,0.5049170605311452,random_forest,orbital_only,tabular,False,low,29.55542,moderate,Defensible secondary evidence view.,,,,full,full_labeled_dataset_after_holdout_evaluation,low,secondary_evidence
20054509,54509,0,1,0.6427988038983673,random_forest,full_features,tabular,False,low,36.033803,moderate,Leakage-sensitive diagnostic; not preferred for user-facing evidence.,,,,full,full_labeled_dataset_after_holdout_evaluation,high,diagnostic
20209215,209215,0,1,0.6482347062385189,random_forest,full_features,tabular,False,low,31.142622,moderate,Leakage-sensitive diagnostic; not preferred for user-facing evidence.,,,,full,full_labeled_dataset_after_holdout_evaluation,high,diagnostic
20054509,54509,0,1,0.713610577057639,random_forest,definition_features_only,tabular,False,medium,36.033803,moderate,Leakage-sensitive diagnostic; not preferred for user-facing evidence.,,,,full,full_labeled_dataset_after_holdout_evaluation,high,diagnostic
20209215,209215,0,1,0.7181047036070225,random_forest,definition_features_only,tabular,False,medium,31.142622,moderate,Leakage-sensitive diagnostic; not preferred for user-facing evidence.,,,,full,full_labeled_dataset_after_holdout_evaluation,high,diagnostic
